p1	p2	r
RAxML_bestTree.TrimmedAlignednerve204.fasta.phy132	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.919854883
RAxML_bestTree.TrimmedAlignednerve210.fasta.phy138	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.818125376
RAxML_bestTree.TrimmedAlignednerve237.fasta.phy162	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.971020784
RAxML_bestTree.TrimmedAlignednerve238.fasta.phy163	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.805430288
RAxML_bestTree.TrimmedAlignednerve239.fasta.phy164	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.957573612
RAxML_bestTree.TrimmedAlignednerve241.fasta.phy165	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.960066696
RAxML_bestTree.TrimmedAlignednerve245.fasta.phy166	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.938682841
RAxML_bestTree.TrimmedAlignednerve252.fasta.phy170	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.884205466
RAxML_bestTree.TrimmedAlignednerve257.fasta.phy175	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.942969984
RAxML_bestTree.TrimmedAlignednerve258.fasta.phy176	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.94320617
RAxML_bestTree.TrimmedAlignednerve266.fasta.phy179	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.931030342
RAxML_bestTree.TrimmedAlignednerve270.fasta.phy182	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.792407932
RAxML_bestTree.TrimmedAlignednerve273.fasta.phy185	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.919164691
RAxML_bestTree.TrimmedAlignednerve279.fasta.phy189	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.847443647
RAxML_bestTree.TrimmedAlignednerve2.fasta.phy196	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.879344895
RAxML_bestTree.TrimmedAlignednerve31.fasta.phy198	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.842199113
RAxML_bestTree.TrimmedAlignednerve32.fasta.phy199	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.888773218
RAxML_bestTree.TrimmedAlignednerve33.fasta.phy200	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.836246206
RAxML_bestTree.TrimmedAlignednerve34.fasta.phy201	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.925417241
RAxML_bestTree.TrimmedAlignednerve35.fasta.phy202	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.848977864
RAxML_bestTree.TrimmedAlignednerve43.fasta.phy209	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.854922328
RAxML_bestTree.TrimmedAlignednerve45.fasta.phy210	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.717452623
RAxML_bestTree.TrimmedAlignednerve59.fasta.phy220	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.774340303
RAxML_bestTree.TrimmedAlignednerve64.fasta.phy221	RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	0.752354815
RAxML_bestTree.TrimmedAlignedmuscle14.fasta.phy4	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.942138789
RAxML_bestTree.TrimmedAlignedmuscle1.fasta.phy10	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.953971638
RAxML_bestTree.TrimmedAlignedmuscle23.fasta.phy13	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.909592725
RAxML_bestTree.TrimmedAlignedmuscle26.fasta.phy16	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.878871516
RAxML_bestTree.TrimmedAlignedmuscle27.fasta.phy17	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.824584738
RAxML_bestTree.TrimmedAlignedmuscle28.fasta.phy18	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.820449142
RAxML_bestTree.TrimmedAlignedmuscle29.fasta.phy19	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.8154871
RAxML_bestTree.TrimmedAlignedmuscle2.fasta.phy20	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.954654999
RAxML_bestTree.TrimmedAlignedmuscle33.fasta.phy23	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.75365978
RAxML_bestTree.TrimmedAlignedmuscle35.fasta.phy25	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.95744644
RAxML_bestTree.TrimmedAlignedmuscle40.fasta.phy29	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.873576807
RAxML_bestTree.TrimmedAlignedmuscle54.fasta.phy37	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.875504931
RAxML_bestTree.TrimmedAlignedmuscle7.fasta.phy46	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.766465957
RAxML_bestTree.TrimmedAlignedmuscle8.fasta.phy47	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.719314084
RAxML_bestTree.TrimmedAlignedmuscle9.fasta.phy48	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.785416724
RAxML_bestTree.TrimmedAlignednerve108.fasta.phy57	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	1
RAxML_bestTree.TrimmedAlignednerve109.fasta.phy58	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.996790545
RAxML_bestTree.TrimmedAlignednerve143.fasta.phy83	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.750444738
RAxML_bestTree.TrimmedAlignednerve144.fasta.phy84	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.755438482
RAxML_bestTree.TrimmedAlignednerve146.fasta.phy86	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.85311906
RAxML_bestTree.TrimmedAlignednerve148.fasta.phy88	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.96031502
RAxML_bestTree.TrimmedAlignednerve149.fasta.phy89	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.971355091
RAxML_bestTree.TrimmedAlignednerve151.fasta.phy91	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.969699828
RAxML_bestTree.TrimmedAlignednerve152.fasta.phy92	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.789179904
RAxML_bestTree.TrimmedAlignednerve157.fasta.phy97	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.907447595
RAxML_bestTree.TrimmedAlignednerve161.fasta.phy101	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.894729202
RAxML_bestTree.TrimmedAlignednerve162.fasta.phy102	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.900024721
RAxML_bestTree.TrimmedAlignednerve163.fasta.phy103	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.773353458
RAxML_bestTree.TrimmedAlignednerve175.fasta.phy110	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.964914011
RAxML_bestTree.TrimmedAlignednerve180.fasta.phy115	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.979295855
RAxML_bestTree.TrimmedAlignednerve181.fasta.phy116	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.960261061
RAxML_bestTree.TrimmedAlignednerve196.fasta.phy124	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.73899054
RAxML_bestTree.TrimmedAlignednerve197.fasta.phy125	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.867828421
RAxML_bestTree.TrimmedAlignednerve1.fasta.phy127	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.984165043
RAxML_bestTree.TrimmedAlignednerve204.fasta.phy132	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.985694272
RAxML_bestTree.TrimmedAlignednerve210.fasta.phy138	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.909848245
RAxML_bestTree.TrimmedAlignednerve237.fasta.phy162	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.91679356
RAxML_bestTree.TrimmedAlignednerve238.fasta.phy163	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.827469945
RAxML_bestTree.TrimmedAlignednerve239.fasta.phy164	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.924169731
RAxML_bestTree.TrimmedAlignednerve241.fasta.phy165	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.908683209
RAxML_bestTree.TrimmedAlignednerve245.fasta.phy166	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.916068815
RAxML_bestTree.TrimmedAlignednerve252.fasta.phy170	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.904365469
RAxML_bestTree.TrimmedAlignednerve257.fasta.phy175	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.987073277
RAxML_bestTree.TrimmedAlignednerve258.fasta.phy176	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.986643846
RAxML_bestTree.TrimmedAlignednerve266.fasta.phy179	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.996508683
RAxML_bestTree.TrimmedAlignednerve270.fasta.phy182	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.861748068
RAxML_bestTree.TrimmedAlignednerve273.fasta.phy185	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.995890124
RAxML_bestTree.TrimmedAlignednerve279.fasta.phy189	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.950491484
RAxML_bestTree.TrimmedAlignednerve2.fasta.phy196	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.953971638
RAxML_bestTree.TrimmedAlignednerve31.fasta.phy198	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.889338751
RAxML_bestTree.TrimmedAlignednerve32.fasta.phy199	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.908256796
RAxML_bestTree.TrimmedAlignednerve33.fasta.phy200	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.884992542
RAxML_bestTree.TrimmedAlignednerve34.fasta.phy201	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.952499519
RAxML_bestTree.TrimmedAlignednerve35.fasta.phy202	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.88221555
RAxML_bestTree.TrimmedAlignednerve36.fasta.phy203	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.782101071
RAxML_bestTree.TrimmedAlignednerve43.fasta.phy209	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.901675702
RAxML_bestTree.TrimmedAlignednerve50.fasta.phy215	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.736167711
RAxML_bestTree.TrimmedAlignednerve59.fasta.phy220	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.776095385
RAxML_bestTree.TrimmedAlignednerve64.fasta.phy221	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.734121695
RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	0.916251064
RAxML_bestTree.TrimmedAlignednerve274.fasta.phy186	RAxML_bestTree.TrimmedAlignednerve93.fasta.phy246	0.943502729
RAxML_bestTree.TrimmedAlignednerve70.fasta.phy225	RAxML_bestTree.TrimmedAlignednerve93.fasta.phy246	0.764188634
RAxML_bestTree.TrimmedAlignedmuscle61.fasta.phy44	RAxML_bestTree.TrimmedAlignednerve94.fasta.phy247	0.759075349
RAxML_bestTree.TrimmedAlignednerve196.fasta.phy124	RAxML_bestTree.TrimmedAlignednerve94.fasta.phy247	0.738302222
RAxML_bestTree.TrimmedAlignednerve274.fasta.phy186	RAxML_bestTree.TrimmedAlignednerve94.fasta.phy247	0.96331727
RAxML_bestTree.TrimmedAlignednerve70.fasta.phy225	RAxML_bestTree.TrimmedAlignednerve94.fasta.phy247	0.778220339
RAxML_bestTree.TrimmedAlignednerve93.fasta.phy246	RAxML_bestTree.TrimmedAlignednerve94.fasta.phy247	0.991133468
RAxML_bestTree.TrimmedAlignedmuscle10.fasta.phy1	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.806576362
RAxML_bestTree.TrimmedAlignedmuscle39.fasta.phy27	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.81198777
RAxML_bestTree.TrimmedAlignedmuscle40.fasta.phy29	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.819090446
RAxML_bestTree.TrimmedAlignedmuscle61.fasta.phy44	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.826450024
RAxML_bestTree.TrimmedAlignednerve139.fasta.phy79	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.758470873
RAxML_bestTree.TrimmedAlignednerve140.fasta.phy81	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.764556589
RAxML_bestTree.TrimmedAlignednerve141.fasta.phy82	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.755803137
RAxML_bestTree.TrimmedAlignednerve147.fasta.phy87	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.723715059
RAxML_bestTree.TrimmedAlignednerve148.fasta.phy88	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.811239256
RAxML_bestTree.TrimmedAlignednerve149.fasta.phy89	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.793793936
RAxML_bestTree.TrimmedAlignednerve151.fasta.phy91	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.799018662
RAxML_bestTree.TrimmedAlignednerve180.fasta.phy115	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.817606077
RAxML_bestTree.TrimmedAlignednerve196.fasta.phy124	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.833000451
RAxML_bestTree.TrimmedAlignednerve197.fasta.phy125	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.788338036
RAxML_bestTree.TrimmedAlignednerve22.fasta.phy157	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.806576362
RAxML_bestTree.TrimmedAlignednerve274.fasta.phy186	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.962261515
RAxML_bestTree.TrimmedAlignednerve70.fasta.phy225	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.772731959
RAxML_bestTree.TrimmedAlignednerve93.fasta.phy246	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.950500927
RAxML_bestTree.TrimmedAlignednerve94.fasta.phy247	RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	0.981728655
RAxML_bestTree.TrimmedAlignedmuscle10.fasta.phy1	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.775876832
RAxML_bestTree.TrimmedAlignedmuscle39.fasta.phy27	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.781671742
RAxML_bestTree.TrimmedAlignedmuscle40.fasta.phy29	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.791112009
RAxML_bestTree.TrimmedAlignedmuscle61.fasta.phy44	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.813024545
RAxML_bestTree.TrimmedAlignednerve139.fasta.phy79	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.730958229
RAxML_bestTree.TrimmedAlignednerve140.fasta.phy81	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.735452174
RAxML_bestTree.TrimmedAlignednerve141.fasta.phy82	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.72732908
RAxML_bestTree.TrimmedAlignednerve148.fasta.phy88	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.787396596
RAxML_bestTree.TrimmedAlignednerve149.fasta.phy89	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.770768518
RAxML_bestTree.TrimmedAlignednerve151.fasta.phy91	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.775099025
RAxML_bestTree.TrimmedAlignednerve180.fasta.phy115	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.790380878
RAxML_bestTree.TrimmedAlignednerve196.fasta.phy124	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.810765658
RAxML_bestTree.TrimmedAlignednerve197.fasta.phy125	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.762239909
RAxML_bestTree.TrimmedAlignednerve22.fasta.phy157	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.775876832
RAxML_bestTree.TrimmedAlignednerve274.fasta.phy186	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.96516108
RAxML_bestTree.TrimmedAlignednerve70.fasta.phy225	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.779558855
RAxML_bestTree.TrimmedAlignednerve93.fasta.phy246	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.963963473
RAxML_bestTree.TrimmedAlignednerve94.fasta.phy247	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.989407808
RAxML_bestTree.TrimmedAlignednerve95.fasta.phy248	RAxML_bestTree.TrimmedAlignednerve96.fasta.phy249	0.998494337
RAxML_bestTree.TrimmedAlignedmuscle14.fasta.phy4	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.873639029
RAxML_bestTree.TrimmedAlignedmuscle1.fasta.phy10	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.853203916
RAxML_bestTree.TrimmedAlignedmuscle23.fasta.phy13	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.807137055
RAxML_bestTree.TrimmedAlignedmuscle26.fasta.phy16	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.822227301
RAxML_bestTree.TrimmedAlignedmuscle27.fasta.phy17	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.777297711
RAxML_bestTree.TrimmedAlignedmuscle28.fasta.phy18	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.762133458
RAxML_bestTree.TrimmedAlignedmuscle29.fasta.phy19	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.770624611
RAxML_bestTree.TrimmedAlignedmuscle2.fasta.phy20	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.85361037
RAxML_bestTree.TrimmedAlignedmuscle35.fasta.phy25	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.865134538
RAxML_bestTree.TrimmedAlignedmuscle40.fasta.phy29	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.754838407
RAxML_bestTree.TrimmedAlignedmuscle54.fasta.phy37	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.794799923
RAxML_bestTree.TrimmedAlignedmuscle61.fasta.phy44	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.773906207
RAxML_bestTree.TrimmedAlignedmuscle7.fasta.phy46	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.797251445
RAxML_bestTree.TrimmedAlignedmuscle8.fasta.phy47	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.76309876
RAxML_bestTree.TrimmedAlignedmuscle9.fasta.phy48	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.755452558
RAxML_bestTree.TrimmedAlignednerve108.fasta.phy57	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.875840415
RAxML_bestTree.TrimmedAlignednerve109.fasta.phy58	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.876056906
RAxML_bestTree.TrimmedAlignednerve146.fasta.phy86	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.7816828
RAxML_bestTree.TrimmedAlignednerve148.fasta.phy88	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.882437747
RAxML_bestTree.TrimmedAlignednerve149.fasta.phy89	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.885346734
RAxML_bestTree.TrimmedAlignednerve151.fasta.phy91	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.886215966
RAxML_bestTree.TrimmedAlignednerve152.fasta.phy92	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.756637911
RAxML_bestTree.TrimmedAlignednerve157.fasta.phy97	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.780475565
RAxML_bestTree.TrimmedAlignednerve161.fasta.phy101	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.821674179
RAxML_bestTree.TrimmedAlignednerve162.fasta.phy102	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.816255336
RAxML_bestTree.TrimmedAlignednerve163.fasta.phy103	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.725147153
RAxML_bestTree.TrimmedAlignednerve175.fasta.phy110	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.845013466
RAxML_bestTree.TrimmedAlignednerve180.fasta.phy115	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.865345693
RAxML_bestTree.TrimmedAlignednerve181.fasta.phy116	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.856110888
RAxML_bestTree.TrimmedAlignednerve197.fasta.phy125	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.758329616
RAxML_bestTree.TrimmedAlignednerve1.fasta.phy127	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.869072043
RAxML_bestTree.TrimmedAlignednerve204.fasta.phy132	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.876272712
RAxML_bestTree.TrimmedAlignednerve210.fasta.phy138	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.909227893
RAxML_bestTree.TrimmedAlignednerve211.fasta.phy139	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.713460707
RAxML_bestTree.TrimmedAlignednerve237.fasta.phy162	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.845595325
RAxML_bestTree.TrimmedAlignednerve238.fasta.phy163	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.731054523
RAxML_bestTree.TrimmedAlignednerve239.fasta.phy164	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.818537786
RAxML_bestTree.TrimmedAlignednerve241.fasta.phy165	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.800712264
RAxML_bestTree.TrimmedAlignednerve245.fasta.phy166	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.811644105
RAxML_bestTree.TrimmedAlignednerve252.fasta.phy170	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.78245955
RAxML_bestTree.TrimmedAlignednerve257.fasta.phy175	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.867115862
RAxML_bestTree.TrimmedAlignednerve258.fasta.phy176	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.867056311
RAxML_bestTree.TrimmedAlignednerve266.fasta.phy179	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.87782685
RAxML_bestTree.TrimmedAlignednerve270.fasta.phy182	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.799877498
RAxML_bestTree.TrimmedAlignednerve273.fasta.phy185	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.886676816
RAxML_bestTree.TrimmedAlignednerve279.fasta.phy189	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.845189687
RAxML_bestTree.TrimmedAlignednerve2.fasta.phy196	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.853203916
RAxML_bestTree.TrimmedAlignednerve31.fasta.phy198	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.754148046
RAxML_bestTree.TrimmedAlignednerve32.fasta.phy199	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.786009708
RAxML_bestTree.TrimmedAlignednerve33.fasta.phy200	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.748197602
RAxML_bestTree.TrimmedAlignednerve34.fasta.phy201	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.83733206
RAxML_bestTree.TrimmedAlignednerve35.fasta.phy202	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.749712335
RAxML_bestTree.TrimmedAlignednerve43.fasta.phy209	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.780986829
RAxML_bestTree.TrimmedAlignednerve59.fasta.phy220	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.76864757
RAxML_bestTree.TrimmedAlignednerve64.fasta.phy221	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.725991392
RAxML_bestTree.TrimmedAlignednerve75.fasta.phy230	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.820674061
RAxML_bestTree.TrimmedAlignednerve92.fasta.phy245	RAxML_bestTree.TrimmedAlignednerve98.fasta.phy251	0.875840415
RAxML_bestTree.TrimmedAlignedneurotoxin90.fasta.phy267	RAxML_bestTree.TrimmedAlignedneurotoxin91.fasta.phy268	0.777098516
RAxML_bestTree.TrimmedAlignednerve215.fasta.phy143	RAxML_bestTree.TrimmedAlignedneurotoxin25.fasta.phy253	1
RAxML_bestTree.TrimmedAlignednerve181.fasta.phy116	RAxML_bestTree.TrimmedAlignedneurotoxin33.fasta.phy259	1
RAxML_bestTree.TrimmedAlignednerve181.fasta.phy116	RAxML_bestTree.TrimmedAlignedneurotoxin34.fasta.phy260	1
RAxML_bestTree.TrimmedAlignedmuscle37.fasta.phy26	RAxML_bestTree.TrimmedAlignedneurotoxin37.fasta.phy262	1
RAxML_bestTree.TrimmedAlignedmuscle52.fasta.phy36	RAxML_bestTree.TrimmedAlignedneurotoxin37.fasta.phy262	1
RAxML_bestTree.TrimmedAlignednerve29.fasta.phy195	RAxML_bestTree.TrimmedAlignedneurotoxin37.fasta.phy262	1
RAxML_bestTree.TrimmedAlignednerve228.fasta.phy155	RAxML_bestTree.TrimmedAlignedneurotoxin44.fasta.phy264	1
RAxML_bestTree.TrimmedAlignedmuscle11.fasta.phy2	RAxML_bestTree.TrimmedAlignedmuscle23.fasta.phy13	0.838932062
RAxML_bestTree.TrimmedAlignedmuscle11.fasta.phy2	RAxML_bestTree.TrimmedAlignedmuscle35.fasta.phy25	0.824463635
RAxML_bestTree.TrimmedAlignedmuscle11.fasta.phy2	RAxML_bestTree.TrimmedAlignedmuscle54.fasta.phy37	0.847283773
RAxML_bestTree.TrimmedAlignedmuscle11.fasta.phy2	RAxML_bestTree.TrimmedAlignednerve148.fasta.phy88	0.822045041
RAxML_bestTree.TrimmedAlignedmuscle11.fasta.phy2	RAxML_bestTree.TrimmedAlignednerve149.fasta.phy89	0.822448713
RAxML_bestTree.TrimmedAlignedmuscle11.fasta.phy2	RAxML_bestTree.TrimmedAlignednerve159.fasta.phy99	0.833816188
RAxML_bestTree.TrimmedAlignedmuscle11.fasta.phy2	RAxML_bestTree.TrimmedAlignednerve163.fasta.phy103	0.845546575
RAxML_bestTree.TrimmedAlignedmuscle11.fasta.phy2	RAxML_bestTree.TrimmedAlignednerve175.fasta.phy110	0.818767859
RAxML_bestTree.TrimmedAlignedmuscle11.fasta.phy2	RAxML_bestTree.TrimmedAlignednerve181.fasta.phy116	0.821726837
RAxML_bestTree.TrimmedAlignedmuscle17.fasta.phy7	RAxML_bestTree.TrimmedAlignednerve209.fasta.phy137	0.830158676
